id,images,captions
1,20250614185952_1,"Women in underwear, masks, and hairnets prepare powder and baking soda in lab under bright lights."
1,20250819195810_1,"Three cats stand on green moss and foliage near an edge, with misty blue background."
1,20250819195945_1,A cat lies asleep on the green ground with soft light highlighting its fur.
1,20250819195958_1,A cat sleeps on the grass while a yellow butterfly lands on its back.
1,20250819200637_1,A cat is falling down in a bright outdoor area next to a wall and spikes.
1,20250819200756_1,Dark underground tunnel with bright blue lights illuminating circular mechanical structures and metal pipes.
1,20250819203052_1,A cat is reaching out toward a small robot lying on a patterned rug.
1,20250819223909_1,Several glowing-eyed creatures approach while a cat observes from the side of a metal walkway.
1,20250819225935_1,A cat stands on a reclining robot with a cowboy hat in a cozy room.
1,20250518130027_1,"A person with a camera leans out of a dumpster, reaching toward someone in green."
1,20250523182453_1,"A dirty person in a muddy jumpsuit stands indoors, leaving brown footprints on the carpet."
1,20250602232609_1,"An armored figure stands in a dusty, open area with military obstacles and a setting sun."
1,20250602234903_1,A man in a red shirt stands on a sandy beach beside a rusty car.
1,20250606013551_1,"Two men carry red gas cans inside a dimly lit, cluttered building with peeling walls."
1,20250606014056_1,"A man in a dark jumpsuit stands alone in a small, dimly lit elevator."
1,20250606021556_1,A man in a sleeveless “Del Perro Pier” shirt stands outside beside graffiti wall.
1,20250606114419_1,A man in a suit gives a shirtless person a tattoo on their chest indoors.
1,20250606114425_1,A shirtless man shows off a fresh tattoo while another man stands nearby watching.
1,20250607221037_1,Large tan buildings with palm trees and a sign reading “Richards Majestic” at dusk.
1,20250607222752_1,Cars wait at a night-time intersection with a black limousine in the foreground.
1,20250607224128_1,A man in a blue shirt talks on a phone at an amusement park pier.
1,20250608011134_1,A shirtless man hides in a large black box while another man looks inside.
1,20250608011819_1,Three men stand on a rocky shore watching a calm ocean at sunset.
1,20250608012746_1,A woman with red hair stands inside a cluttered room lit by sunlight through a window.
1,20250608020734_1,A man in a suit stands near a movie poster and champagne bottles in a hallway.
1,20250608225651_1,A man climbs a tall metal ladder next to a large rusty tank at night.
1,20250608225900_1,Two men struggle on a metal catwalk at night surrounded by blue smoke and tanks.
1,20250608231333_1,Two men run away as a huge fireball explosion erupts at night.
1,20250614190015_1,Three armed people walk away from explosions and a crashing jet in a city street.
1,20250819195713_1,Four cats sit in a lush green tunnel with pipes and misty blue light ahead.
1,20250819195752_1,An orange and a black cat sit together on moss near a brown cloth in greenery.
1,20250819195856_1,A black cat stands among leaves in the rain while a pink moon rises above.
1,20250819200433_1,"A small, reddish animal looks at a waterfall cascading down a concrete structure overgrown with vines."
1,20250819200626_1,"A cat stands on a railing, gazing at a waterfall in a green cavern."
1,20250819201624_1,An orange cat sits beside the broken arm of an old robot on a green floor.
1,20250819203518_1,A cat sits inside a bucket suspended by a cable above glowing red fungus.
1,20250819203717_1,"A cat observes two robots outside a brightly lit, graffiti-covered building entrance at night."
1,20250819204059_1,A cat sleeps on a pillow near a robot playing guitar in a cozy room.
1,20250820144109_1,An empty alley with broken car and glowing red-eyed creatures lit by bright sunlight ahead.
1,20250820144329_1,"An orange cat stands atop mossy stone stairs lit by sunlight, surrounded by greenery."
1,20250518134326_1,A shirtless man with clips on his chest sits as another person prepares to spark them.
1,20250518135342_1,"A man aims a rifle while lying on a hill, observing buildings by the ocean."
1,20250518135714_1,A man pulls another man's tooth while he sits restrained with medical pads on chest.
1,20250518135800_1,"A shirtless man, restrained and slumped in a chair, has a syringe in his leg."
1,20250518135817_1,"A shirtless, restrained man with medical pads on chest sits in a dimly lit room."
1,20250518135936_1,"A serious man leans over an injured, shirtless man with blood on his mouth."
1,20250518140529_1,A red pickup truck and a blue Dashound bus stop on a sunlit city street.
1,20250528221238_1,"A surveillance camera view shows a dark lot, targeting a car labeled Franklin Clinton."
1,20250603010802_1,A webpage displays a questionnaire with a selected false answer and a visible URL.
1,20250603020231_1,A helicopter flies through a starry night sky surrounded by dark clouds.
1,20250603023111_1,A black sports car with green underglow is parked beneath an overpass.
1,20250605145440_1,"A small airplane flies at night, silhouetted against cloudy sky above dark mountains."
1,20250605145802_1,A person in a hooded jacket digs with a pickaxe at a snowy grave labeled Michael Townley.
1,20250606020715_1,A man in a suit points a pistol with a city skyline behind him.
1,20250606021503_1,A man in sunglasses and a tank top gestures animatedly toward another man in a suit.
1,20250606021749_1,A black sports car waits at a rainy intersection with a red light and wet roads.
1,20250607225207_1,"A wall is covered with maps, photos, crew files, and a crime planning checklist."
1,20250607232714_1,A sleek black sports car with red underglow is parked outside an auto repair shop.
1,20250608000642_1,"A large yellow tunnel boring machine drills into rock, sending dust and debris flying."
1,20250608011710_1,"Three men look down at the camera, one with a bloodstained white shirt and bruises."
1,20250608011830_1,"A man in a dark jacket stands outside at dusk, mountains and trees in the background."
1,20250608225743_1,"A man in a dark jacket fires a gun at night, sparks fly toward targets."
1,20250614185937_1,"Four classic cars in a showroom with marble walls, one is red and cream."
1,20250614185942_1,"A nightclub with neon dancers, sign reading GEFANGNI, and people watching from below."
1,20250819200306_1,"An orange tabby cat and a white cat stand in a lush, overgrown ruin with water."
1,20250819200638_1,A blurry orange cat jumps down a wall surrounded by greenery and moss.
1,20250819200639_1,"An orange cat sprints quickly down a sloped, overgrown concrete wall covered with plants."
1,20250819200640_1,"An orange cat slides awkwardly down a steep, mossy wall covered with plants and vines."
1,20250819200643_1,"Three cats, a black, a gray, and an orange tabby, stand alert on a leafy ledge."
1,20250819203713_1,An orange cat with a vest stares at a slumped robot on stairs near graffiti.
1,20250819203737_1,"An orange cat with a dark collar sits alone on a cracked street, looking forward."
1,20250819220958_1,"Two robots with lit faces stand in a dim alley, one with cables, one holding a staff."
1,20250819223923_1,A small floating robot with glowing green eyes and antennas hovers in pink light.
1,20250518120903_1,A gloved figure holds a pistol to a man's head in front of a window at sunset.
1,20250526183728_1,A small yellow submersible is suspended over the water by a crane at a port.
1,20250529234849_1,"A jet flies over a city with one engine on fire, trailing black smoke."
1,20250530014416_1,"Two men stand by a dirt road with hills behind, one in a cap and vest."
1,20250601134704_1,"An overturned SUV is on fire at night, flames coming from underneath on a dirt road."
1,20250602232239_1,"Two armored figures observe a police car in the distance, one is holding a large bag."
1,20250602234922_1,"Two men stand on a sandy area, one holding a black briefcase aggressively."
1,20250605144429_1,"Two men sit on a sofa indoors, one in a suit and one in a tank top."
1,20250605145727_1,"A snow-covered gravestone at night reads ""Michael Townley, husband, father, friend, 1965-2004""."
1,20250605150029_1,Two men point guns at each other across a snowy grave at night outdoors.
1,20250606002133_1,A man hangs upside down under a spotlight while two masked figures stand beneath him.
1,20250606005519_1,"Two men hurry beside an RV at sunrise, a car and water tower in background."
1,20250606015424_1,"A tall, metallic, dimly-lit elevator shaft extends upward to a faint light at the top."
1,20250607221049_1,"Three people in business attire have a meeting inside a dimly lit, wood-paneled office."
1,20250607224025_1,A soldier in camo restrains a man on the floor while two women look shocked nearby.
1,20250608001145_1,A masked person in dark clothing grips a metal pole in a dimly lit industrial setting
1,20250608225616_1,"A man is aiming a gun from a walkway, targeting a figure below in a dark industrial setting."
1,20250608225949_1,A man in a dark sweatshirt walks on an empty street talking on a cellphone.
1,20250608230904_1,"A man stands outside at dusk pointing a handgun, with an abandoned bus behind."
1,20250608230907_1,A man in a black shirt aims a handgun with a tense expression outdoors.
1,20250614185936_1,A tall skyscraper surrounded by other modern buildings under a bright blue sky.
1,20250614185941_1,A lively street at night with colorful neon lights and people outside a building.
1,20250614190011_2,A small armored tank is parked on a city street near several cars.
1,20250819195825_1,Two small cats sit together on a mossy ledge beside large rusty pipes.
1,20250819200634_1,An orange cat leaps between two rusty pipes surrounded by green foliage.
1,20250819201628_1,An orange cat sniffs a fallen robot lying on a dirty floor.
1,20250819203403_1,An orange cat rides in a hanging bucket through a dim alleyway.
1,20250819211436_1,A cat stands in a glowing red cave filled with pulsating orbs.
1,20250819223903_1,"A large glowing red eye dominates the scene, with a small robot flying nearby in a surreal, organic environment."
1,20250820144108_1,"A narrow, damaged alley with scattered debris, a small robot, and urban destruction."
1,20250820144113_1,A small robot with a large golden head stands on a balcony in bright sunlight.
1,20250518135501_1,A man in a red shirt is holding a jerrycan above a tied-up person.
1,20250518140026_1,A sniper scope targets a man in a red shirt on a balcony with others nearby.
1,20250518145132_1,An explosion on a cliffside near a small wooden house with a dock.
1,20250529234846_1,A jet airplane labeled AIR EMU has an engine explosion with fire and black smoke.
1,20250530003915_1,"A yellow biplane is flying at night, stars visible above and mountains below."
1,20250602232816_1,A camouflage armored vehicle sits in a busy salvage yard with machinery and industrial buildings.
1,20250606002016_1,Three women jog on the sidewalk while a man stands across the street watching.
1,20250606010453_1,"A person lies injured in the road at night, with a car and motorcycle nearby."
1,20250606014747_1,"Two tall office buildings at night, with explosions and fire at the top floors."
1,20250607224109_1,"A large amusement pier with roller coaster tracks, Ferris wheel, and the DEL PERRO PIER sign."
1,20250607232732_1,A black sports car with red underglow is parked outside an auto repair garage.
1,20250608010600_1,"A man holds a video camera inside a cabin, with another person lying on the floor."
1,20250608011717_1,"A shirtless man with gray hair lies down, bleeding from the neck."
1,20250608225741_1,A man in a black jacket points a handgun at another man at night.
1,20250614190008_2,A werewolf in a red jacket poses in front of large illuminated sign at night.
1,20250819195746_1,A brown cat and black cat lie together on mossy ground surrounded by greenery.
1,20250819195956_1,A brown cat sleeps on the grass while a yellow butterfly rests on its head.
1,20250819200011_1,"Three cats are positioned in an overgrown, abandoned area; two are in shadow, one distant."
1,20250819200017_1,"Two cats play and stretch in shadow, a third cat sits far off in light."
1,20250819200443_1,"A brown cat and black cat stand in an abandoned, overgrown structure filled with greenery."
1,20250819200646_1,"A brown cat with green eyes hangs desperately from a pipe, eyes wide with fear."
1,20250819200655_1,"A brown cat is lying injured and alone in a dark, debris-strewn environment."
1,20250819201040_1,A brown cat walks down a dark alley toward a glowing orange neon sign.
1,20250819203032_1,A small hovering robot with blue lights floats above illuminated floor markings in darkness.
1,20250819203921_1,A weathered building glows with an orange neon sign at night under greenish mist.
1,20250819204116_1,A robot with a TV for a head plays guitar beside a sleeping cat on cushions.
1,20250819205415_1,A cat wearing a small backpack looks through a window at a robot tending plants.
1,20250819205435_1,"A cat with a backpack enters a cozy room, facing a gardening robot in a hat."
1,20250819221001_1,"Two robots embrace warmly, one displays a heart on its screen, in a dark alley."
1,20250820144301_1,A brown cat walks up sunlit overgrown steps as two white birds fly ahead.
1,20250518120826_1,A woman in a blazer and a man in dark shirt lean over a patient together.
1,20250518120852_1,Several people in an office lean over a table during a tense discussion.
1,20250518121406_1,"Two men stand outdoors at sunset, one in casual clothes and one in gear."
1,20250518134325_1,A man in a red shirt holds electric clips near a restrained man.
1,20250518151435_1,A woman in a sleeveless Bishop's shirt talks to a man beside a laptop outside.
1,20250523182434_1,A black-and-white portrait of a woman with glasses in a cracked photo frame.
1,20250530005058_1,A passenger jet flies in the sky while a military jet is closer above a city.
1,20250603015316_1,"A pickup truck drives along a winding road at night under a half-moon, city lights visible."
1,20250605145733_1,A man in a black jacket and jeans holds a shovel while walking through a snowy graveyard.
1,20250606013558_1,"Two men pour gasoline from cans onto the floor of a dimly lit, messy room."
1,20250606020707_1,"Three men with guns confront each other outside at night, another man observes the scene."
1,20250606020810_1,A black helicopter hovers outside a building at night as armed guards and men gather below.
1,20250606113613_1,A large house with ivy-covered walls and lit windows sits next to a pool at night.
1,20250607232918_1,"A black sports car is parked in a lot at sunset, city streets and buildings visible."
1,20250608000416_1,"A neon-lit sign for ""Vanilla Unicorn Gentleman's Club"" is displayed on a dark building exterior."
1,20250608010422_1,A man in a dark polo shirt stands on a balcony at night overlooking city lights.
1,20250608012752_1,A man in a dirty white t-shirt stands in a cluttered room with open closet.
1,20250608225615_1,"A man stands on a metal platform at night, gripping the railing, in a construction site."
1,20250608231253_1,"A man is crawling on the ground by a red jeep, with a large orange tanker behind."
1,20250608231332_1,"A person in a suit flees from an explosion and fire, as another lies on the ground."
1,20250614190005_1,A small plane flies close to the water under a city bridge in a concrete channel.
1,20250819195643_1,"Rain falls over an overgrown concrete courtyard with vines and a cloudy, moonlit sky above."
1,20250819195820_1,"Two cats are play-fighting on wet concrete while it rains, plants and moss nearby."
1,20250819200845_1,"A large round metal door in a dimly lit tunnel, surrounded by debris, pipes, and garbage bags."
1,20250819205421_1,"A robot with a monitor head, wearing a straw hat and floral jacket, stands by a computer."
1,20250819225734_1,"A small orange cat with a device on its back walks down a cozy, plant-filled hallway."
1,20250819225742_1,A robot with a glowing face and hat stands near a cat wearing a small backpack.
1,20250819235904_1,"A small cat is trapped in a cage suspended by chains in a dark, green-lit room."
1,20250820144106_1,"A narrow alleyway with scattered junk is lit by sunlight, small red drones move along the ground."
1,20250820144110_1,"A sunlit alleyway with scattered debris, a small vehicle, and no people in sight."
1,20250518140124_1,"Two men exit a metal building by graffiti and a ""Caution Slippery Surface"" sign, outside stairs."
1,20250518145714_1,A large explosion engulfs a small boathouse and pier by a coastline at dusk.
1,20250526183724_1,A small yellow submersible is being lowered into rough sea water near a metal dock.
1,20250601134708_1,A black SUV with its hood on fire is stopped on a dirt road in the forest.
1,20250602234257_1,A person is swimming in a calm lake surrounded by rocky cliffs and green bushes.
1,20250602234259_1,A person swims in a lake as a huge splash and debris erupt from the shore.
1,20250605143838_1,"A man stands on the street with a burning car, firefighters, and a fallen person nearby."
1,20250605151921_1,"A black sports car drives down a multi-lane highway surrounded by hills, other vehicles ahead."
1,20250608011752_1,A black car is parked on rocky terrain with three people and a green motorcycle nearby.
1,20250614185929_1,"A red muscle car drifts at an intersection, leaving tire smoke near a ""Deep Beer"" sign."
1,20250819195755_1,A black cat and an orange cat interact on mossy ground beside pipes and leafy vines.
1,20250819195806_1,"Two cats play on mossy concrete near a large rusty pipe, while another cat walks away."
1,20250819200035_1,"Vines and moss cover concrete walls and pipes under blue sky, with an orange cat climbing."
1,20250819200049_1,"A lush overgrown concrete shaft with thick vines, pipes, and sunlight shining from above."
1,20250819200543_1,Three cats walk along a mossy path surrounded by lush green plants and flowers.
1,20250819202817_1,"A cat sits on top of a bookshelf in a dimly lit, cluttered room with electronics."
1,20250819204724_1,"An orange cat sleeps on a shelf filled with books, pillows, and various objects."
1,20250819225948_1,"A person sits in a reclining chair using a laptop, with a robot displaying a heart nearby."
1,20250819230014_1,"A robot with a heart on its screen sits at a café table, cat nearby."
